uniqueID,TP.units,TP.value,TN.units,TN.value,PO4.units,PO4.value,NO3NO2.units,NO3NO2.value,DOC.units,DOC.value,DO.units,DO.value,NH3.units,NH3.value
V100015408,mg/L,0.08,mg/L,1.49,,,,,,,mg/L,8.21,,
V100015409,mg/L,0.1,mg/L,1.94,,,,,,,mg/L,7.55,,
V100015410,mg/L,0.11,mg/L,1.68,,,,,,,mg/L,9.25,,
V100015413,mg/L,0.063,,,,,,,,,,,,
V100015414,mg/L,0.0107,mg/L,0.79,,,,,,,mg/L,9.5,,
V100015415,mg/L,0.0151,mg/L,0.644,,,,,,,mg/L,7.8,,
V100015416,mg/L,0.0135,mg/L,0.818,,,,,mg/L,3.6,mg/L,8.2,,
V100015417,mg/L,0.0119,mg/L,0.378,,,,,mg/L,3.1,mg/L,8.2,,
V100015418,mg/L,0.0152,mg/L,0.353,,,,,mg/L,3.3,mg/L,7.8,,
V100015419,mg/L,0.0157,mg/L,1.009,,,,,mg/L,5.7,mg/L,7.7,,
V100015420,mg/L,0.0122,mg/L,0.677,,,,,mg/L,4.8,mg/L,8,,
V100015421,mg/L,0.0112,mg/L,0.514,,,,,mg/L,5.3,mg/L,7.7,,
V100015422,mg/L,0.0129,mg/L,0.847,,,,,mg/L,5,mg/L,7,,
V100015423,mg/L,0.0108,mg/L,0.562,,,,,mg/L,6,mg/L,7.3,,
V100015424,mg/L,0.022,mg/L,0.758,,,,,mg/L,2.3,,,,
V100015425,mg/L,0.009,mg/L,0.243,,,,,mg/L,2.4,,,,
V100015426,mg/L,0.01,mg/L,0.301,,,,,mg/L,2.1,,,,
V100015427,mg/L,0.005,mg/L,0.217,,,,,mg/L,5.00E-04,,,,
V100015428,mg/L,0.013,mg/L,0.295,,,,,mg/L,2.7,,,,
V100015429,mg/L,0.035,mg/L,0.526,,,,,mg/L,1.4,,,,
V100015430,mg/L,0.009,mg/L,0.315,,,,,mg/L,1.2,,,,
V100015431,mg/L,0.024,mg/L,0.393,,,,,mg/L,2.4,,,,
V100015432,mg/L,0.012,mg/L,0.195,,,,,mg/L,3.2,,,,
V100015433,mg/L,0.011,mg/L,0.333,,,,,mg/L,5.6,,,,
V100015434,mg/L,0.008,mg/L,0.18,,,,,mg/L,12.3,,,,
V100015435,mg/L,0.004,mg/L,0.164,,,,,mg/L,6.1,,,,
V100015436,mg/L,0.008,mg/L,0.168,,,,,mg/L,3.3,,,,
V100015437,mg/L,0.019,mg/L,0.375,,,,,mg/L,2.9,,,,
V100015438,mg/L,0.011,mg/L,0.344,,,,,mg/L,4.1,,,,
V100015439,mg/L,0.005,mg/L,0.252,,,,,mg/L,2,,,,
V100015440,mg/L,0.009,mg/L,0.373,,,,,mg/L,6,,,,
V100015441,mg/L,0.006,mg/L,0.349,,,,,mg/L,1.6,,,,
V100015442,mg/L,0.013,mg/L,0.445,,,,,mg/L,4.4,,,,
V100015443,mg/L,0.013,mg/L,0.402,,,,,mg/L,5.5,,,,
V100015444,mg/L,0.025,mg/L,0.72,,,,,mg/L,6.9,,,,
V100015445,mg/L,0.021,mg/L,0.736,,,,,mg/L,4.1,,,,
V100015446,mg/L,0.025,mg/L,0.497,,,,,mg/L,2.9,,,,
V100015447,mg/L,0.006,mg/L,0.162,,,,,mg/L,2.5,,,,
V100015448,mg/L,0.014,mg/L,0.52,,,,,mg/L,6.6,,,,
V100015449,mg/L,0.009,mg/L,0.397,,,,,mg/L,2.9,,,,
V100015450,mg/L,0.028,mg/L,0.736,,,,,mg/L,3.3,,,,
V100015451,mg/L,0.01,mg/L,0.407,,,,,mg/L,5.7,,,,
V100015452,mg/L,0.01,mg/L,0.303,,,,,mg/L,2.5,,,,
V100015453,mg/L,0.009,mg/L,0.298,,,,,mg/L,5.7,,,,
V100015454,mg/L,0.018,mg/L,0.412,,,,,mg/L,2.1,,,,
V100015456,mg/L,0.5,mg/L,5.7,,,,,,,,,,
V100015457,mg/L,0.8,mg/L,5.9,,,,,,,,,,
V100015458,mg/L,0.9,mg/L,9.2,,,,,,,,,,
V100015460,,,mg/L,2.2,,,,,,,,,,
V100015469,mg/L,0.09382,mg/L,0.5077,,,,,,,mg/L,0.00821,,
V100015477,,,,,mg/L,0.8,,,,,mg/L,0.01002,,
V100015478,,,,,mg/L,0.002,,,,,mg/L,0.0058,,
V100015479,,,,,mg/L,0.0015,,,,,mg/L,0.00699,,
V100015480,,,,,mg/L,0.0015,,,,,mg/L,0.00742,,
V100015481,mg/L,0.0898,mg/L,0.0016,,,,,,,,,,
V100015482,,,,,mg/L,0.11,,,,,mg/L,0.00911,,
V100015483,mg/L,0.014,,,,,,,mg/L,0.0028,,,,
V100015484,mg/L,0.012,,,,,,,mg/L,0.002,,,,
V100015485,mg/L,0.007,,,,,,,mg/L,0.002,,,,
V100015486,mg/L,0.015,,,,,,,mg/L,0.0011,,,,
V100015487,mg/L,0.014,,,,,,,mg/L,0.0021,,,,
V100015488,mg/L,0.011,,,,,,,mg/L,0.0017,,,,
V100015489,mg/L,0.049,,,,,,,mg/L,0.0043,,,,
V100015490,mg/L,0.026,,,,,,,mg/L,0.0023,,,,
V100015491,mg/L,0.016,,,,,,,mg/L,0.0017,,,,
V100015492,mg/L,0.0074,,,,,,,mg/L,0.0016,,,,
V100015493,mg/L,0.038,,,,,,,mg/L,0.0042,,,,
V100015494,mg/L,0.022,,,,,,,mg/L,0.0016,,,,
V100015495,mg/L,0.019,,,,,,,mg/L,0.003,,,,
V100015496,mg/L,0.019,,,,,,,mg/L,0.0019,,,,
V100015497,mg/L,0.022,,,,,,,mg/L,0.0022,,,,
V100015498,mg/L,0.015,,,,,,,mg/L,0.0018,,,,
V100015499,mg/L,0.024,,,,,,,mg/L,0.0026,,,,
V100015500,mg/L,0.043,,,,,,,mg/L,0.003,,,,
V100015503,mg/L,0.12,mg/L,1,,,,,,,mg/L,6.2,,
V100015505,,,,,,,,,,,mg/L,15.345,,
V100015506,mg/L,0.0583,mg/L,0.35,,,,,,,,,,
V100015507,mg/L,0.0321,mg/L,0.24,,,,,,,,,,
V100015508,mg/L,0.24,mg/L,1.67,mg/L,0.03301,,,,,mg/L,7.39,,
V100015509,mg/L,0.13,mg/L,1.75,mg/L,0.03078,,,,,mg/L,8.81,,
V100015510,mg/L,0.11,mg/L,1.49,mg/L,0.0316,,,,,mg/L,9.83,,
V100015511,mg/L,0.027,mg/L,0.36,,,,,mg/L,3.15,,,mg/L,0.007
V100015516,mg/L,0.0031,mg/L,0.6247,mg/L,7.00E-04,mg/L,0.484,mg/L,1.7,,,mg/L,0.02
V100015517,mg/L,0.0168,mg/L,0.7537,mg/L,0.0013,mg/L,0.4917,mg/L,2.2,,,mg/L,0.0226
V100015518,mg/L,0.006,mg/L,0.5444,mg/L,0.0024,mg/L,0.2881,mg/L,1.8,,,mg/L,0.0274
V100015519,mg/L,0.0369,mg/L,0.9542,mg/L,0.0049,mg/L,0.5568,mg/L,2.3,,,mg/L,0.0148
V100015520,mg/L,0.0116,mg/L,0.571,mg/L,0.004,mg/L,0.3469,mg/L,1.8,,,mg/L,0.0214
V100015521,mg/L,0.0342,mg/L,1.671,mg/L,0.0082,mg/L,1.106,mg/L,2.2,,,mg/L,0.0079
V100015559,,,,,,,mg/L,626,mg/L,10.65,,,,
V100015560,,,,,,,mg/L,719,mg/L,9.4,,,,
V100015561,,,,,,,mg/L,476,mg/L,9.1,,,,
V100015562,,,,,,,mg/L,195.5,mg/L,8.45,,,,
V100015563,mg/L,0.21,mg/L,4.36,,,,,,,mg/L,8.57,,
V100015565,mg/L,0.016,,,,,,,,,,,,
V100015566,mg/L,0.041,,,,,,,,,,,,
V100015567,mg/L,0.021,,,,,,,,,,,,
V100015568,mg/L,0.045,,,,,,,,,,,,
V100015569,mg/L,0.061,,,,,,,,,,,,
V100015570,mg/L,0.019,,,,,,,,,,,,
V100015571,mg/L,0.4,mg/L,2.25,mg/L,0.17,mg/L,0.55,,,mg/L,4.65,mg/L,0.47
V100015572,,,,,,,,,,,mg/L,10.55,,
V100015573,,,,,,,,,,,mg/L,11.35,,
V100015574,,,,,,,,,,,mg/L,9.25,,
V100015575,,,,,,,,,,,mg/L,10.75,,
V100015576,,,,,,,,,,,mg/L,8.75,,
V100015577,,,,,,,,,,,mg/L,7.85,,
V100015578,,,,,,,,,,,mg/L,8.95,,
V100015579,,,,,,,,,,,mg/L,8.15,,
V100015580,,,,,,,,,,,mg/L,7.75,,
V100015581,,,,,,,,,,,mg/L,7.25,,
V100015582,,,,,,,,,,,mg/L,9.85,,
V100015583,mg/L,0.045,mg/L,1.86,,,,,,,mg/L,7.6,,
V100015584,mg/L,0.03,mg/L,1.94,,,,,,,mg/L,6.6,,
V100015585,mg/L,0.046,mg/L,2.29,,,,,,,mg/L,7.1,,
V100015586,mg/L,0.031,mg/L,1.09,,,,,,,mg/L,9.1,,
V100015587,mg/L,0.031,mg/L,2.13,,,,,,,mg/L,8.9,,
V100015588,mg/L,0.04,mg/L,1.86,,,,,,,mg/L,10.1,,
V100015589,mg/L,0.023,mg/L,2.39,,,,,,,mg/L,9.4,,
V100015590,mg/L,0.028,mg/L,1.7,,,,,,,mg/L,7.6,,
V100015591,mg/L,0.029,mg/L,2.25,,,,,,,mg/L,9.2,,
V100015592,mg/L,0.03,mg/L,1.75,,,,,,,mg/L,8.8,,
V100015593,mg/L,0.032,mg/L,1.78,,,,,,,mg/L,6.5,,
V100015594,mg/L,0.023,mg/L,1.13,,,,,,,mg/L,8.2,,
V100015597,mg/L,6.00E-05,mg/L,0.0015,,,,,,,,,,
V100015598,mg/L,0.01365,,,,,,,,,,,,
V100015599,mg/L,0.0021,,,,,,,,,,,,
V100015600,mg/L,0.0026,,,,,,,,,,,,
V100015601,mg/L,0.0051,,,,,,,,,,,,
V100015602,mg/L,0.0023,,,,,,,,,,,,
V100015603,mg/L,0.014,mg/L,0.21,,,,,,,,,,
V100015604,mg/L,0.038,mg/L,0.43,,,,,,,,,,
V100015605,mg/L,0.013,mg/L,0.11,,,,,,,,,,
V100015606,mg/L,0.024,mg/L,0.41,,,,,,,,,,
V100015607,mg/L,0.022,mg/L,0.47,,,,,,,,,,
V100015608,mg/L,0.029,mg/L,0.57,,,,,,,,,,
V100015609,mg/L,0.038,mg/L,0.6,,,,,,,,,,
V100015610,mg/L,0.066,mg/L,2.89,,,,,,,,,,
V100015611,mg/L,0.117,mg/L,2.47,,,,,,,,,,
V100015612,mg/L,0.024,mg/L,0.05,,,,,,,,,,
V100015613,mg/L,0.044,mg/L,0.17,,,,,,,,,,
V100015614,mg/L,0.023,mg/L,0.12,,,,,,,,,,
V100015615,mg/L,0.031,mg/L,0.1,,,,,,,,,,
V100015616,mg/L,0.018,mg/L,0.18,,,,,,,,,,
V100015617,mg/L,0.012,mg/L,0.3,,,,,,,,,,
V100015618,mg/L,0.024,mg/L,0.34,,,,,,,,,,
V100015619,mg/L,0.026,mg/L,0.07,,,,,,,,,,
V100015620,mg/L,0.015,mg/L,0.32,,,,,,,,,,
V100015621,mg/L,0.012,mg/L,1.72,,,,,,,,,,
V100015622,mg/L,0.011,mg/L,0.18,,,,,,,,,,
V100015623,mg/L,0.082,mg/L,0.83,,,,,,,,,,
V100015624,mg/L,0.033,mg/L,0.32,,,,,,,,,,
V100015625,mg/L,0.012,mg/L,0.21,,,,,,,,,,
V100015626,mg/L,0.02,mg/L,0.3,,,,,,,,,,
V100015627,mg/L,0.024,mg/L,0.55,,,,,,,,,,
V100015628,mg/L,0.017,mg/L,0.24,,,,,,,,,,
V100015629,mg/L,0.021,mg/L,0.15,,,,,,,,,,
V100015630,mg/L,0.008,mg/L,0.85,,,,,,,,,,
V100015631,mg/L,0.047,mg/L,0.07,,,,,,,,,,
V100015632,mg/L,0.012,mg/L,0.05,,,,,,,,,,
V100015633,mg/L,0.011,mg/L,0.26,,,,,,,,,,
V100015634,mg/L,0.026,mg/L,0.13,,,,,,,,,,
V100015635,mg/L,0.019,mg/L,0.05,,,,,,,,,,
V100015636,mg/L,0.047,mg/L,0.53,,,,,,,,,,
V100015637,mg/L,0.019,mg/L,0.31,,,,,,,,,,
V100015638,mg/L,0.015,mg/L,0.14,mg/L,0.01,mg/L,0.023,mg/L,9.817,,,mg/L,0.031
V100015639,mg/L,0.0803,mg/L,1.28,,,mg/L,0.198,,,mg/L,10.1,mg/L,0.326
V100015644,mg/L,0.149,mg/L,2.79,mg/L,0.029,mg/L,0.616,mg/L,4.47,mg/L,8.67,mg/L,0.59
V100015645,mg/L,0.0516,,,,,,,,,,,,
V100015646,mg/L,0.5204,,,,,,,,,,,,
V100015647,mg/L,0.02213,,,,,,,,,,,,
V100015648,mg/L,0.12688,,,,,,,,,,,,
V100015649,mg/L,0.64666,,,,,,,,,,,,
V100015650,mg/L,0.06216,,,,,,,,,,,,
V100015651,mg/L,0.099,,,,,,,,,,,,
V100015652,mg/L,0.157,,,,,,,,,,,,
V100015653,mg/L,0.0503,,,,,,,,,,,,
V100015654,mg/L,0.014,,,,,,,,,,,,
V100015655,mg/L,0.04681,,,,,,,,,,,,
V100015656,mg/L,0.16024,,,,,,,,,,,,
V100015657,mg/L,0.08018,,,,,,,,,,,,
V100015658,mg/L,0.126,,,,,,,,,,,,
V100015659,mg/L,0.0047,,,,,,,,,,,,
V100015660,mg/L,0.0068,,,,,,,,,,,,
V100015661,mg/L,0.014,,,,,,,,,,,,
V100015662,mg/L,0.0099,,,,,,,,,,,,
V100015663,mg/L,0.0096,,,,,,,,,,,,
V100015664,mg/L,0.1376,,,,,,,,,,,,
V100015665,mg/L,0.5466,,,,,,,,,,,,
V100015666,mg/L,0.0742,,,,,,,,,,,,
V100015667,mg/L,0.0622,,,,,,,,,,,,
V100015668,mg/L,0.126,,,,,,,,,,,,
V100015669,mg/L,0.0575,,,,,,,,,,,,
V100015670,mg/L,0.0361,,,,,,,,,,,,
V100015671,mg/L,0.0722,,,,,,,,,,,,
V100015672,mg/L,0.6887,,,,,,,,,,,,
V100015673,mg/L,0.1182,,,,,,,,,,,,
V100015674,mg/L,0.1943,,,,,,,,,,,,
V100015690,mg/L,0.16,mg/L,2.37,,,,,,,,,mg/L,0.28
V100015691,,,,,,,,,mg/L,7.13,,,,
V100015718,mg/L,0.10686,mg/L,4.05043,,,,,,,,,,
V100015719,mg/L,0.07943,mg/L,5.01986,,,,,,,,,,
V100015720,mg/L,0.06971,mg/L,4.99557,,,,,,,,,,
V100015721,mg/L,0.07843,mg/L,3.63543,,,,,,,,,,
V100015722,mg/L,0.17071,mg/L,3.35114,,,,,,,,,,
V100015723,mg/L,0.22857,mg/L,2.92543,,,,,,,,,,
V100015724,mg/L,0.27443,mg/L,2.82686,,,,,,,,,,
V100015725,mg/L,0.37186,mg/L,4.33186,,,,,,,,,,
V100015726,mg/L,0.22814,mg/L,2.364,,,,,,,,,,
V100015727,mg/L,0.20214,mg/L,1.76086,,,,,,,,,,
V100015728,mg/L,0.36929,mg/L,1.89643,,,,,,,,,,
V100015729,mg/L,0.39586,mg/L,1.54886,,,,,,,,,,
V100015730,mg/L,0.16571,mg/L,2.26714,,,,,,,,,,
V100015731,mg/L,0.1135,mg/L,4.986,,,,,,,,,,
V100015732,mg/L,0.06486,mg/L,5.95771,,,,,,,,,,
V100015733,mg/L,0.07,mg/L,7.40714,,,,,,,,,,
V100015734,mg/L,0.274,mg/L,3.925,,,,,,,,,,
V100015735,mg/L,0.16957,mg/L,2.67229,,,,,,,,,,
V100015736,mg/L,0.28386,mg/L,3.11814,,,,,,,,,,
V100015737,mg/L,0.42986,mg/L,4.26414,,,,,,,,,,
V100015738,mg/L,0.217,mg/L,3.01057,,,,,,,,,,
V100015739,mg/L,0.19829,mg/L,2.55414,,,,,,,,,,
V100015740,mg/L,0.214,mg/L,2.132,,,,,,,,,,
V100015741,mg/L,0.16443,mg/L,2.54329,,,,,,,,,,
V100015742,mg/L,0.09443,mg/L,4.05157,,,,,,,,,,
V100015743,mg/L,0.0686,mg/L,5.4924,,,,,,,,,,
V100015744,mg/L,0.07243,mg/L,6.87543,,,,,,,,,,
V100015745,mg/L,0.06614,mg/L,5.68229,,,,,,,,,,
V100015746,mg/L,0.06457,mg/L,3.33,,,,,,,,,,
V100015747,mg/L,0.162,mg/L,3.31614,,,,,,,,,,
V100015748,mg/L,0.22929,mg/L,4.64543,,,,,,,,,,
V100015749,mg/L,0.23314,mg/L,4.972,,,,,,,,,,
V100015750,mg/L,0.06486,mg/L,2.95657,,,,,,,,,,
V100015751,mg/L,0.121,mg/L,3.42314,,,,,,,,,,
V100015752,mg/L,0.09629,mg/L,2.82157,,,,,,,,,,
V100015753,mg/L,0.09843,mg/L,4.09886,,,,,,,,,,
V100015754,,,,,,,,,,,mg/L,7.5375,,
V100015755,,,,,,,,,,,mg/L,6.06875,,
V100015756,mg/L,0.04,,,,,,,mg/L,6.7,,,mg/L,0.02333
V100015757,mg/L,0.15,,,,,,,mg/L,9.3,,,mg/L,0.02
V100015758,mg/L,0.03,,,,,,,mg/L,8.7,,,mg/L,0.01
V100015759,mg/L,0.045,,,,,,,mg/L,8.7,,,mg/L,0.02
V100015760,mg/L,0.02667,,,,,,,mg/L,6.96667,,,mg/L,0.02333
V100015763,mg/L,0.04,,,,,,,mg/L,7.26667,,,mg/L,0.05
V100015764,mg/L,0.03667,,,,,,,mg/L,8.56667,,,mg/L,0.02667
V100015766,mg/L,0.04,,,,,,,mg/L,8.5,,,mg/L,0.01
V100015767,mg/L,0.01,,,,,,,mg/L,8.7,,,mg/L,0.02
V100015768,mg/L,0.02,,,,,,,mg/L,8.7,,,mg/L,0.02
V100015769,mg/L,0.05,,,,,,,mg/L,8.59167,,,mg/L,0.02
V100015770,mg/L,0.04333,,,,,,,mg/L,7.98333,,,mg/L,0.02
V100015771,mg/L,0.08,,,,,,,mg/L,9.33333,,,mg/L,0.02
V100015772,mg/L,0.09,,,,,,,mg/L,8.2,,,mg/L,0.02
V100015773,mg/L,0.08,,,,,,,mg/L,7.5,,,mg/L,0.03
V100015774,mg/L,0.095,,,,,,,mg/L,7.46667,,,mg/L,0.02
V100015775,mg/L,0.08,,,,,,,mg/L,11.6,,,mg/L,0.02
V100015776,mg/L,0.12,,,,,,,mg/L,11.55,,,mg/L,0.02
V100015777,mg/L,0.18,,,,,,,mg/L,12.1,,,mg/L,0.19
V100015778,mg/L,0.15,,,,,,,mg/L,8.85,,,mg/L,0.02
V100015779,mg/L,0.1,,,,,,,mg/L,9.1,,,mg/L,0.02
V100015780,mg/L,0.095,,,,,,,mg/L,8.1,,,mg/L,0.02
V100015781,mg/L,0.09,,,,,,,mg/L,7.6,,,mg/L,0.02
V100015782,mg/L,0.055,,,,,,,mg/L,12.1,,,mg/L,0.02
V100015783,mg/L,0.075,,,,,,,mg/L,7.2,,,mg/L,0.02
V100015784,mg/L,0.135,,,,,,,mg/L,9.44,,,mg/L,0.02
V100015785,mg/L,0.115,,,,,,,mg/L,9.65,,,mg/L,0.02
V100015786,mg/L,0.075,,,,,,,mg/L,8.1,,,mg/L,0.02
V100015787,mg/L,0.04,,,,,,,mg/L,8.15,,,mg/L,0.02
V100015788,mg/L,0.08,,,,,,,mg/L,7.5,,,mg/L,0.025
V100015789,mg/L,0.06,,,,,,,mg/L,8.7,,,mg/L,0.02
V100015790,mg/L,0.05,,,,,,,mg/L,8.4,,,mg/L,0.02
V100015791,mg/L,0.03,,,,,,,mg/L,11.15,,,mg/L,0.02
V100015792,mg/L,0.055,,,,,,,mg/L,9.4,,,mg/L,0.02
V100015793,mg/L,0.47,mg/L,3.47,,,,,mg/L,7.72,,,,
V100015814,mg/L,0.02965,mg/L,1.46,,,,,,,mg/L,4.65,mg/L,0.08056
V100015815,mg/L,0.02936,mg/L,1.55,,,,,,,mg/L,4.78,mg/L,0.07193
V100015816,mg/L,0.02759,mg/L,1.6,,,,,,,mg/L,4.78,mg/L,0.06697
V100015817,mg/L,0.028,mg/L,1.32,,,,,,,mg/L,4.73,mg/L,0.07677
V100015818,mg/L,0.02748,mg/L,1.32,,,,,,,mg/L,4.8,mg/L,0.05754
V100015826,mg/L,0.57,,,,,,,,,mg/L,11.03,,
V100015827,mg/L,0.79,,,,,,,,,mg/L,13.93,,
V100015828,mg/L,0.47,,,,,,,,,mg/L,11.45,,
V100015829,mg/L,0.37,,,,,,,,,mg/L,7.32,,
V100015830,mg/L,0.35,,,,,,,,,mg/L,6.28,,
V100015831,mg/L,0.72,,,,,,,,,mg/L,8.39,,
V100015878,,,,,mg/L,0.31,,,,,mg/L,7.38,mg/L,1.13
V100015879,,,,,,,,,,,mg/L,7.6,,
V100015880,,,,,,,,,,,mg/L,8.1,,
V100015881,,,,,,,,,,,mg/L,4.9,,
V100016177,mg/L,0.0323,mg/L,6.4936,mg/L,0.0028,,,,,mg/L,4.87,,
V100016178,mg/L,0.011,mg/L,4.6571,mg/L,0.002,,,,,mg/L,4.7,,
V100016179,mg/L,0.1595,mg/L,4.7486,mg/L,0.0038,,,,,mg/L,4.4,,
V100016180,mg/L,0.0209,mg/L,4.8112,mg/L,0.0012,,,,,mg/L,4.47,,
V100016181,mg/L,0.0243,mg/L,5.5037,mg/L,0.0028,,,,,mg/L,5.37,,
V100016182,mg/L,0.0235,mg/L,6.0665,mg/L,0.0027,,,,,mg/L,5.33,,
V100016183,mg/L,0.0182,mg/L,5.5623,mg/L,0.0017,,,,,mg/L,4.7,,
V100016184,mg/L,0.0139,mg/L,1.08,mg/L,0.001,,,,,mg/L,9.35,,
V100016185,mg/L,0.2089,mg/L,8.4018,mg/L,0.0088,,,,,mg/L,5.17,,
V100016186,mg/L,0.1697,mg/L,5.0173,mg/L,0.0069,,,,,mg/L,4.87,,
V100016187,mg/L,0.1016,mg/L,9.5917,mg/L,0.0154,,,,,mg/L,4.9,,
V100016189,mg/L,0.13,mg/L,3.07,,,,,,,,,,
V100016190,mg/L,0.06,mg/L,2.53,,,,,,,,,,
V100016191,mg/L,0.07,mg/L,1.41,,,,,,,,,,
V100016192,mg/L,0.08,mg/L,1.66,,,,,,,,,,
V100016193,mg/L,0.08,mg/L,1.73,,,,,,,,,,
V100016194,mg/L,0.03,mg/L,1.09,,,,,,,,,,
V100016195,mg/L,0.03,mg/L,0.96,,,,,,,,,,
V100016196,mg/L,0.04,mg/L,1.09,,,,,,,,,,
V100016197,mg/L,0.03,mg/L,1.01,,,,,,,,,,
V100016198,mg/L,0.04,mg/L,1.11,,,,,,,,,,
V100016199,mg/L,0.05,mg/L,1.22,,,,,,,,,,
V100016200,mg/L,0.04,mg/L,1.03,,,,,,,,,,
V100016201,mg/L,0.02,mg/L,1.2,,,,,,,,,,
V100016202,mg/L,0.06,mg/L,1.8,,,,,,,,,,
V100016203,mg/L,0.08,mg/L,2.13,,,,,,,,,,
V100016204,mg/L,0.13,mg/L,3.39,,,,,,,,,,
V100016205,mg/L,0.1,mg/L,2.53,,,,,,,,,,
V100016206,mg/L,0.08,mg/L,2.4,,,,,,,,,,
V100016207,mg/L,0.09,mg/L,2.73,,,,,,,,,,
V100016208,mg/L,0.06,mg/L,1.99,,,,,,,,,,
V100016209,mg/L,0.04,mg/L,1.07,,,,,,,,,,
V100016210,mg/L,0.04,mg/L,1.01,,,,,,,,,,
V100016211,mg/L,0.05,mg/L,1.42,,,,,,,,,,
V100016212,mg/L,0.06,mg/L,1.8,,,,,,,,,,
V100016213,mg/L,0.07,mg/L,1.79,,,,,,,,,,
V100016214,mg/L,0.0095,,,,,,,,,,,,
V100016216,mg/L,0.025,mg/L,0.58,,,,,,,mg/L,7.385,,
V100016217,mg/L,0.18,mg/L,2.56,,,,,,,mg/L,6.965,,
V100016218,mg/L,0.02,mg/L,0.565,,,,,,,mg/L,5.915,,
V100016219,mg/L,0.01,mg/L,0.175,,,,,,,mg/L,7.525,,
V100016220,mg/L,0.01,mg/L,0.135,,,,,,,mg/L,7.425,,
V100016221,mg/L,0.065,mg/L,3.52,,,,,,,mg/L,8.06,,
V100016222,mg/L,0.4,mg/L,2.265,,,,,,,mg/L,7.725,,
V100016223,mg/L,0.035,mg/L,0.51,,,,,,,mg/L,7.43,,
V100016224,mg/L,0.14,mg/L,5.66,,,,,,,mg/L,7.165,,
V100016225,mg/L,0.064,mg/L,1.06,,,,,mg/L,4.4,,,,
V100016226,mg/L,0.0991,mg/L,1.08,,,,,mg/L,4,,,,
V100016228,mg/L,0.1345,mg/L,1.36,,,,,mg/L,8.3,,,,
V100016230,mg/L,0.06067,,,,,,,mg/L,3.63333,,,,
V100016231,mg/L,0.01045,,,,,,,,,,,,
V100016232,mg/L,0.009,,,,,,,,,,,,
V100016233,mg/L,0.002,,,,,,,,,,,,
V100016234,mg/L,0.006,,,,,,,,,,,,
V100016235,mg/L,0.004,,,,,,,,,,,,
V100016236,mg/L,0.009,,,,,,,,,,,,
V100016237,mg/L,0.003,,,,,,,,,,,,
V100016268,,,,,,,,,,,mg/L,6.54,,
V100016269,,,,,,,,,,,mg/L,6.98,,
V100016270,,,,,,,,,,,mg/L,8.4,,
V100016271,,,,,,,,,,,mg/L,7.74,,
V100016272,mg/L,0.0164,mg/L,0.703,mg/L,16.9,,,,,,,,
V100016273,mg/L,0.0057,mg/L,0.308,mg/L,5.7,,,,,,,,
V100016274,mg/L,0.0136,mg/L,0.503,mg/L,10.5,,,,,,,,
V100016275,mg/L,0.0053,mg/L,0.282,mg/L,7,,,,,,,,
V100016276,mg/L,0.0059,mg/L,0.289,mg/L,4.3,,,,,,,,
V100016277,mg/L,0.0059,mg/L,0.271,mg/L,11.3,,,,,,,,
V100016278,mg/L,0.0143,mg/L,0.953,mg/L,8.8,,,,,,,,
V100016279,mg/L,0.0071,mg/L,0.298,mg/L,6.3,,,,,,,,
V100016280,mg/L,0.0029,mg/L,0.177,mg/L,21.2,,,,,,,,
V100016281,mg/L,0.0085,mg/L,0.481,mg/L,13.7,,,,,,,,
V100016282,mg/L,0.005,mg/L,0.316,mg/L,6.4,,,,,,,,
V100016283,mg/L,0.0044,mg/L,0.265,mg/L,5.4,,,,,,,,
V100016284,mg/L,0.0079,mg/L,0.321,mg/L,7,,,,,,,,
V100016285,mg/L,0.0071,mg/L,0.276,mg/L,3.6,,,,,,,,
V100016286,mg/L,0.0054,mg/L,0.291,mg/L,5.3,,,,,,,,
V100016287,mg/L,0.0052,mg/L,0.221,mg/L,2.7,,,,,,,,
V100016288,mg/L,0.0094,mg/L,0.604,mg/L,17.8,,,,,,,,
V100016289,mg/L,0.0143,mg/L,0.486,mg/L,4.5,,,,,,,,
V100016290,mg/L,0.0046,mg/L,0.354,mg/L,4.3,,,,,,,,
V100016291,mg/L,0.0072,mg/L,0.217,mg/L,2.6,,,,,,,,
V100016292,mg/L,0.0143,mg/L,0.721,mg/L,9.15,,,,,,,,
V100016293,mg/L,0.015,mg/L,0.827,mg/L,8.4,,,,,,,,
V100016294,mg/L,0.0122,mg/L,0.516,mg/L,6.4,,,,,,,,
V100016295,mg/L,0.0134,mg/L,0.617,mg/L,4.7,,,,,,,,
V100016296,mg/L,0.0117,mg/L,0.9405,mg/L,11.3,,,,,,,,
V100016297,mg/L,0.0078,mg/L,0.527,mg/L,8.1,,,,,,,,
V100016298,mg/L,0.0057,mg/L,0.379,mg/L,4.7,,,,,,,,
V100016299,mg/L,0.0122,mg/L,0.817,mg/L,10.8,,,,,,,,
V100016300,mg/L,0.0128,mg/L,0.811,mg/L,11.3,,,,,,,,
V100016301,mg/L,0.0073,mg/L,0.439,mg/L,5.2,,,,,,,,
V100016302,mg/L,0.0065,mg/L,0.381,mg/L,4,,,,,,,,
V100016303,mg/L,0.0057,mg/L,0.327,mg/L,4.2,,,,,,,,
V100016304,mg/L,0.0078,mg/L,0.521,mg/L,7.1,,,,,,,,
